ltr_datetime,resource_agency,resource_link,rn_url
2020-09-21T16:30:48Z,DailyMed,https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=Adenosine+triphosphate,https://chem.nlm.nih.gov/chemidplus/rn/56-65-5
2020-09-21T16:30:48Z,DailyMed Mob,https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=Adenosine+triphosphate,https://chem.nlm.nih.gov/chemidplus/rn/56-65-5
2020-09-21T16:30:48Z,DART,https://www.ncbi.nlm.nih.gov/pubmed?cmd_current=Limits&pmfilter_Subsets=DART&term=%2256-65-5%22+,https://chem.nlm.nih.gov/chemidplus/rn/56-65-5
2020-09-21T16:30:48Z,DrugPortal,https://druginfo.nlm.nih.gov/drugportal/rn/56-65-5,https://chem.nlm.nih.gov/chemidplus/rn/56-65-5
2020-09-21T16:30:48Z,EMIC,https://toxnet.nlm.nih.gov/cgi-bin/sis/search/r?dbs+toxline:@and+@term+@rn+56-65-5+@term+@org+EMIC,https://chem.nlm.nih.gov/chemidplus/rn/56-65-5
2020-09-21T16:30:48Z,GENETOX,https://pubchem.ncbi.nlm.nih.gov/substance/?source=gene-tox&sourceid=56-65-5,https://chem.nlm.nih.gov/chemidplus/rn/56-65-5
2020-09-21T16:30:48Z,MeSH,https://meshb.nlm.nih.gov/#/fieldSearch?searchInField=allTerms&sort=&size=20&searchType=exactMatch&searchMethod=FullWord&q=Adenosine+triphosphate,https://chem.nlm.nih.gov/chemidplus/rn/56-65-5
2020-09-21T16:30:48Z,MeSH Heading,https://meshb.nlm.nih.gov/#/fieldSearch?searchInField=allTerms&sort=&size=20&searchType=exactMatch&searchMethod=FullWord&q=Adenosine%20triphosphate,https://chem.nlm.nih.gov/chemidplus/rn/56-65-5
2020-09-21T16:30:48Z,PubChem,https://pubchem.ncbi.nlm.nih.gov/#query=56-65-5,https://chem.nlm.nih.gov/chemidplus/rn/56-65-5
2020-09-21T16:30:48Z,PubMed,https://www.ncbi.nlm.nih.gov/sites/entrez?cmd=search&db=pubmed&cmd_current=Limits&term=Adenosine+triphosphate+OR+56-65-5+[rn],https://chem.nlm.nih.gov/chemidplus/rn/56-65-5
2020-09-21T16:30:48Z,PubMed Mob,https://www.ncbi.nlm.nih.gov/m/pubmed/?term=Adenosine+triphosphate+OR+56-65-5+[rn],https://chem.nlm.nih.gov/chemidplus/rn/56-65-5
2020-09-21T16:30:48Z,PubMed AIDS,https://www.ncbi.nlm.nih.gov/sites/entrez?cmd=search&db=pubmed&cmd_current=Limits&pmfilter_Subsets=AIDS&term=Adenosine+triphosphate+OR+56-65-5+[rn],https://chem.nlm.nih.gov/chemidplus/rn/56-65-5
2020-09-21T16:30:48Z,PubMed Cancer,https://www.ncbi.nlm.nih.gov/sites/entrez?cmd=search&db=pubmed&cmd_current=Limits&pmfilter_Subsets=Cancer&term=Adenosine+triphosphate+OR+56-65-5+[rn],https://chem.nlm.nih.gov/chemidplus/rn/56-65-5
2020-09-21T16:30:48Z,PubMed Central,https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=search&db=PMC&term=Adenosine%20triphosphate,https://chem.nlm.nih.gov/chemidplus/rn/56-65-5
2020-09-21T16:30:48Z,PubMed Toxicology,https://www.ncbi.nlm.nih.gov/sites/entrez?cmd=search&db=pubmed&cmd_current=Limits&pmfilter_Subsets=Toxicology&term=Adenosine+triphosphate+OR+56-65-5+[rn],https://chem.nlm.nih.gov/chemidplus/rn/56-65-5
2020-09-21T16:30:48Z,RTECS,https://www.cdc.gov/niosh/rtecs/default.html,https://chem.nlm.nih.gov/chemidplus/rn/56-65-5
2020-09-21T16:30:48Z,TOXLINE,https://www.ncbi.nlm.nih.gov/pubmed?cmd_current=Limits&pmfilter_Subsets=Toxicology&term=%2256-65-5%22+OR+%22Adenosine%20triphosphate%22+,https://chem.nlm.nih.gov/chemidplus/rn/56-65-5
2020-09-21T16:30:48Z,TOXLINE Mob,https://www.ncbi.nlm.nih.gov/pubmed?cmd_current=Limits&pmfilter_Subsets=Toxicology&term=%2256-65-5%22+OR+%22Adenosine%20triphosphate%22+,https://chem.nlm.nih.gov/chemidplus/rn/56-65-5
2020-09-21T16:30:48Z,DSL,https://pollution-waste.canada.ca/substances-search/Substance/DisplaySubstanceDetails?Id=56-65-5,https://chem.nlm.nih.gov/chemidplus/rn/56-65-5
2020-09-21T16:30:48Z,TSCAINV,https://iaspub.epa.gov/sor_internet/registry/substreg/searchandretrieve/advancedsearch/externalSearch.do?p_type=CASNO&p_value=56-65-5,https://chem.nlm.nih.gov/chemidplus/rn/56-65-5
2020-09-21T16:30:48Z,ChEBI,http://www.ebi.ac.uk/chebi/searchFreeText.do?searchString=56-65-5,https://chem.nlm.nih.gov/chemidplus/rn/56-65-5
2020-09-21T16:30:48Z,CTD,http://ctdbase.org/detail.go?type=chem&acc=D000255,https://chem.nlm.nih.gov/chemidplus/rn/56-65-5
2020-09-21T16:30:48Z,DrugBank,http://www.drugbank.ca/drugs/DB00171,https://chem.nlm.nih.gov/chemidplus/rn/56-65-5
2020-09-21T16:30:48Z,DSLD,https://dsld.od.nih.gov/dsld/Ingredient.jsp?db=adsld%2C&item=ATP,https://chem.nlm.nih.gov/chemidplus/rn/56-65-5
2020-09-21T16:30:48Z,eChemPortal,https://www.echemportal.org/echemportal/substancesearch/substancesearch_execute.action?numberType=CAS&number=56-65-5&allParticipants=true,https://chem.nlm.nih.gov/chemidplus/rn/56-65-5
2020-09-21T16:30:48Z,EINECS,https://echa.europa.eu/substance-information/-/substanceinfo/100.000.258,https://chem.nlm.nih.gov/chemidplus/rn/56-65-5
2020-09-21T16:30:48Z,EPA ACToR,https://actor.epa.gov/actor/chemical.xhtml?casrn=56-65-5,https://chem.nlm.nih.gov/chemidplus/rn/56-65-5
2020-09-21T16:30:48Z,EPA CompTox,https://comptox.epa.gov/dashboard/dsstoxdb/results?utf8=%E2%9C%93&search=56-65-5,https://chem.nlm.nih.gov/chemidplus/rn/56-65-5
2020-09-21T16:30:48Z,EPA SRS,https://iaspub.epa.gov/sor_internet/registry/substreg/searchandretrieve/advancedsearch/externalSearch.do?p_type=CASNO&p_value=56-65-5,https://chem.nlm.nih.gov/chemidplus/rn/56-65-5
2020-09-21T16:30:48Z,FDA SRS,https://fdasis.nlm.nih.gov/srs/unii/8L70Q75FXE,https://chem.nlm.nih.gov/chemidplus/rn/56-65-5
2020-09-21T16:30:48Z,NIAID ChemDB,https://chemdb.niaid.nih.gov/CompoundDetails.aspx?cas_no=56-65-5,https://chem.nlm.nih.gov/chemidplus/rn/56-65-5
2020-09-21T16:30:48Z,SRC DATALOG,http://esc.syrres.com/scripts/CASdlcgi.exe?CASNUM=56-65-5,https://chem.nlm.nih.gov/chemidplus/rn/56-65-5
2020-09-21T16:30:48Z,USA.gov,https://search.usa.gov/search?utf8=?&m=false&affiliate=usagov&query=Adenosine+triphosphate,https://chem.nlm.nih.gov/chemidplus/rn/56-65-5
2020-09-21T16:30:48Z,USA.gov Mob,https://search.usa.gov/search?utf8=?&m=true&affiliate=usagov&query=Adenosine+triphosphate,https://chem.nlm.nih.gov/chemidplus/rn/56-65-5
2020-09-21T16:30:48Z,NA,http://www.google.com/search?q=%22ZKHQWZAMYRWXGA-KQYNXXCUSA-N%22,https://chem.nlm.nih.gov/chemidplus/rn/56-65-5
2020-09-21T16:31:46Z,MeSH,https://meshb.nlm.nih.gov/#/fieldSearch?searchInField=allTerms&sort=&size=20&searchType=exactMatch&searchMethod=FullWord&q=Bromorebeccamycin,https://chem.nlm.nih.gov/chemidplus/rn/137605-02-8
2020-09-21T16:31:46Z,PubChem,https://pubchem.ncbi.nlm.nih.gov/#query=137605-02-8,https://chem.nlm.nih.gov/chemidplus/rn/137605-02-8
2020-09-21T16:31:46Z,PubMed,https://www.ncbi.nlm.nih.gov/sites/entrez?cmd=search&db=pubmed&cmd_current=Limits&term=Bromorebeccamycin+OR+137605-02-8+[rn],https://chem.nlm.nih.gov/chemidplus/rn/137605-02-8
2020-09-21T16:31:46Z,PubMed Cancer,https://www.ncbi.nlm.nih.gov/sites/entrez?cmd=search&db=pubmed&cmd_current=Limits&pmfilter_Subsets=Cancer&term=Bromorebeccamycin+OR+137605-02-8+[rn],https://chem.nlm.nih.gov/chemidplus/rn/137605-02-8
2020-09-21T16:31:46Z,CTD,http://ctdbase.org/detail.go?type=chem&acc=C071399,https://chem.nlm.nih.gov/chemidplus/rn/137605-02-8
2020-09-21T16:31:46Z,EPA ACToR,https://actor.epa.gov/actor/chemical.xhtml?casrn=137605-02-8,https://chem.nlm.nih.gov/chemidplus/rn/137605-02-8
2020-09-21T16:31:46Z,NA,http://www.google.com/search?q=%22HIWZGZQZXVDTDD-DNOUQMJISA-N%22,https://chem.nlm.nih.gov/chemidplus/rn/137605-02-8
2020-09-21T16:31:53Z,DrugPortal,https://druginfo.nlm.nih.gov/drugportal/rn/93908-02-2,https://chem.nlm.nih.gov/chemidplus/rn/93908-02-2
2020-09-21T16:31:53Z,MeSH,https://meshb.nlm.nih.gov/#/fieldSearch?searchInField=allTerms&sort=&size=20&searchType=exactMatch&searchMethod=FullWord&q=Rebeccamycin,https://chem.nlm.nih.gov/chemidplus/rn/93908-02-2
2020-09-21T16:31:53Z,PubChem,https://pubchem.ncbi.nlm.nih.gov/#query=93908-02-2,https://chem.nlm.nih.gov/chemidplus/rn/93908-02-2
2020-09-21T16:31:53Z,PubMed,https://www.ncbi.nlm.nih.gov/sites/entrez?cmd=search&db=pubmed&cmd_current=Limits&term=Rebeccamycin+OR+93908-02-2+[rn],https://chem.nlm.nih.gov/chemidplus/rn/93908-02-2
2020-09-21T16:31:53Z,PubMed Mob,https://www.ncbi.nlm.nih.gov/m/pubmed/?term=Rebeccamycin+OR+93908-02-2+[rn],https://chem.nlm.nih.gov/chemidplus/rn/93908-02-2
2020-09-21T16:31:53Z,PubMed AIDS,https://www.ncbi.nlm.nih.gov/sites/entrez?cmd=search&db=pubmed&cmd_current=Limits&pmfilter_Subsets=AIDS&term=Rebeccamycin+OR+93908-02-2+[rn],https://chem.nlm.nih.gov/chemidplus/rn/93908-02-2
2020-09-21T16:31:53Z,PubMed Cancer,https://www.ncbi.nlm.nih.gov/sites/entrez?cmd=search&db=pubmed&cmd_current=Limits&pmfilter_Subsets=Cancer&term=Rebeccamycin+OR+93908-02-2+[rn],https://chem.nlm.nih.gov/chemidplus/rn/93908-02-2
2020-09-21T16:31:53Z,PubMed Central,https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=search&db=PMC&term=Rebeccamycin+OR+93908-02-2+[rn],https://chem.nlm.nih.gov/chemidplus/rn/93908-02-2
2020-09-21T16:31:53Z,PubMed Toxicology,https://www.ncbi.nlm.nih.gov/sites/entrez?cmd=search&db=pubmed&cmd_current=Limits&pmfilter_Subsets=Toxicology&term=Rebeccamycin+OR+93908-02-2+[rn],https://chem.nlm.nih.gov/chemidplus/rn/93908-02-2
2020-09-21T16:31:53Z,RTECS,https://www.cdc.gov/niosh/rtecs/default.html,https://chem.nlm.nih.gov/chemidplus/rn/93908-02-2
2020-09-21T16:31:53Z,TOXLINE,https://www.ncbi.nlm.nih.gov/pubmed?cmd_current=Limits&pmfilter_Subsets=Toxicology&term=%2293908-02-2%22+OR+%22%22+,https://chem.nlm.nih.gov/chemidplus/rn/93908-02-2
2020-09-21T16:31:53Z,TOXLINE Mob,https://www.ncbi.nlm.nih.gov/pubmed?cmd_current=Limits&pmfilter_Subsets=Toxicology&term=%2293908-02-2%22+OR+%22%22+,https://chem.nlm.nih.gov/chemidplus/rn/93908-02-2
2020-09-21T16:31:53Z,ChEBI,http://www.ebi.ac.uk/chebi/searchFreeText.do?searchString=93908-02-2,https://chem.nlm.nih.gov/chemidplus/rn/93908-02-2
2020-09-21T16:31:53Z,CTD,http://ctdbase.org/detail.go?type=chem&acc=C053339,https://chem.nlm.nih.gov/chemidplus/rn/93908-02-2
2020-09-21T16:31:53Z,eChemPortal,https://www.echemportal.org/echemportal/substancesearch/substancesearch_execute.action?numberType=CAS&number=93908-02-2&allParticipants=true,https://chem.nlm.nih.gov/chemidplus/rn/93908-02-2
2020-09-21T16:31:53Z,EPA ACToR,https://actor.epa.gov/actor/chemical.xhtml?casrn=93908-02-2,https://chem.nlm.nih.gov/chemidplus/rn/93908-02-2
2020-09-21T16:31:53Z,EPA CompTox,https://comptox.epa.gov/dashboard/dsstoxdb/results?utf8=%E2%9C%93&search=93908-02-2,https://chem.nlm.nih.gov/chemidplus/rn/93908-02-2
2020-09-21T16:31:53Z,NIAID ChemDB,https://chemdb.niaid.nih.gov/CompoundDetails.aspx?cas_no=93908-02-2,https://chem.nlm.nih.gov/chemidplus/rn/93908-02-2
2020-09-21T16:31:53Z,Wikipedia,http://en.wikipedia.org/wiki/Rebeccamycin,https://chem.nlm.nih.gov/chemidplus/rn/93908-02-2
2020-09-21T16:31:53Z,NA,http://www.google.com/search?q=%22QEHOIJJIZXRMAN-QZQSLCQPSA-N%22,https://chem.nlm.nih.gov/chemidplus/rn/93908-02-2
2020-09-21T16:32:04Z,ClinicalTrials.gov,https://clinicaltrials.gov/search/intervention=raltitrexed,https://chem.nlm.nih.gov/chemidplus/rn/112887-68-0
2020-09-21T16:32:04Z,DART,https://www.ncbi.nlm.nih.gov/pubmed?cmd_current=Limits&pmfilter_Subsets=DART&term=%22112887-68-0%22+,https://chem.nlm.nih.gov/chemidplus/rn/112887-68-0
2020-09-21T16:32:04Z,DrugPortal,https://druginfo.nlm.nih.gov/drugportal/rn/112887-68-0,https://chem.nlm.nih.gov/chemidplus/rn/112887-68-0
2020-09-21T16:32:04Z,EMIC,https://toxnet.nlm.nih.gov/cgi-bin/sis/search/r?dbs+toxline:@and+@term+@rn+112887-68-0+@term+@org+EMIC,https://chem.nlm.nih.gov/chemidplus/rn/112887-68-0
2020-09-21T16:32:04Z,MedlinePlusAll,https://vsearch.nlm.nih.gov/vivisimo/cgi-bin/query-meta?v:project=medlineplus&x=44&y=10&query=Raltitrexed,https://chem.nlm.nih.gov/chemidplus/rn/112887-68-0
2020-09-21T16:32:04Z,MedlinePlusAll Mob,https://vsearch.nlm.nih.gov/vivisimo/cgi-bin/query-meta?v:project=medlineplus&x=44&y=10&query=Raltitrexed,https://chem.nlm.nih.gov/chemidplus/rn/112887-68-0
2020-09-21T16:32:04Z,MeSH,https://meshb.nlm.nih.gov/#/fieldSearch?searchInField=allTerms&sort=&size=20&searchType=exactMatch&searchMethod=FullWord&q=ICI+D1694,https://chem.nlm.nih.gov/chemidplus/rn/112887-68-0
2020-09-21T16:32:04Z,PubChem,https://pubchem.ncbi.nlm.nih.gov/#query=112887-68-0,https://chem.nlm.nih.gov/chemidplus/rn/112887-68-0
2020-09-21T16:32:04Z,PubMed,https://www.ncbi.nlm.nih.gov/sites/entrez?cmd=search&db=pubmed&cmd_current=Limits&term=ICI+D1694+OR+Raltitrexed+OR+112887-68-0+[rn],https://chem.nlm.nih.gov/chemidplus/rn/112887-68-0
2020-09-21T16:32:04Z,PubMed Mob,https://www.ncbi.nlm.nih.gov/m/pubmed/?term=ICI+D1694+OR+Raltitrexed+OR+112887-68-0+[rn],https://chem.nlm.nih.gov/chemidplus/rn/112887-68-0
2020-09-21T16:32:04Z,PubMed AIDS,https://www.ncbi.nlm.nih.gov/sites/entrez?cmd=search&db=pubmed&cmd_current=Limits&pmfilter_Subsets=AIDS&term=ICI+D1694+OR+Raltitrexed+OR+112887-68-0+[rn],https://chem.nlm.nih.gov/chemidplus/rn/112887-68-0
2020-09-21T16:32:04Z,PubMed Cancer,https://www.ncbi.nlm.nih.gov/sites/entrez?cmd=search&db=pubmed&cmd_current=Limits&pmfilter_Subsets=Cancer&term=ICI+D1694+OR+Raltitrexed+OR+112887-68-0+[rn],https://chem.nlm.nih.gov/chemidplus/rn/112887-68-0
2020-09-21T16:34:13Z,PubChem,https://pubchem.ncbi.nlm.nih.gov/#query=918504-65-1,https://chem.nlm.nih.gov/chemidplus/rn/918504-65-1
2020-09-21T16:32:04Z,PubMed Central,https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=search&db=PMC&term=ICI+D1694+OR+Raltitrexed+OR+112887-68-0+[rn],https://chem.nlm.nih.gov/chemidplus/rn/112887-68-0
2020-09-21T16:32:04Z,PubMed Toxicology,https://www.ncbi.nlm.nih.gov/sites/entrez?cmd=search&db=pubmed&cmd_current=Limits&pmfilter_Subsets=Toxicology&term=ICI+D1694+OR+Raltitrexed+OR+112887-68-0+[rn],https://chem.nlm.nih.gov/chemidplus/rn/112887-68-0
2020-09-21T16:32:04Z,TOXLINE,https://www.ncbi.nlm.nih.gov/pubmed?cmd_current=Limits&pmfilter_Subsets=Toxicology&term=%22112887-68-0%22+OR+%22%22+,https://chem.nlm.nih.gov/chemidplus/rn/112887-68-0
2020-09-21T16:32:04Z,TOXLINE Mob,https://www.ncbi.nlm.nih.gov/pubmed?cmd_current=Limits&pmfilter_Subsets=Toxicology&term=%22112887-68-0%22+OR+%22%22+,https://chem.nlm.nih.gov/chemidplus/rn/112887-68-0
2020-09-21T16:32:04Z,ChEBI,http://www.ebi.ac.uk/chebi/searchFreeText.do?searchString=112887-68-0,https://chem.nlm.nih.gov/chemidplus/rn/112887-68-0
2020-09-21T16:32:04Z,CTD,http://ctdbase.org/detail.go?type=chem&acc=C068874,https://chem.nlm.nih.gov/chemidplus/rn/112887-68-0
2020-09-21T16:32:04Z,DrugBank,http://www.drugbank.ca/drugs/DB00293,https://chem.nlm.nih.gov/chemidplus/rn/112887-68-0
2020-09-21T16:32:04Z,eChemPortal,https://www.echemportal.org/echemportal/substancesearch/substancesearch_execute.action?numberType=CAS&number=112887-68-0&allParticipants=true,https://chem.nlm.nih.gov/chemidplus/rn/112887-68-0
2020-09-21T16:32:04Z,EPA ACToR,https://actor.epa.gov/actor/chemical.xhtml?casrn=112887-68-0,https://chem.nlm.nih.gov/chemidplus/rn/112887-68-0
2020-09-21T16:32:04Z,EPA CompTox,https://comptox.epa.gov/dashboard/dsstoxdb/results?utf8=%E2%9C%93&search=112887-68-0,https://chem.nlm.nih.gov/chemidplus/rn/112887-68-0
2020-09-21T16:32:04Z,FDA SRS,https://fdasis.nlm.nih.gov/srs/unii/FCB9EGG971,https://chem.nlm.nih.gov/chemidplus/rn/112887-68-0
2020-09-21T16:32:04Z,NIAID ChemDB,https://chemdb.niaid.nih.gov/CompoundDetails.aspx?cas_no=112887-68-0,https://chem.nlm.nih.gov/chemidplus/rn/112887-68-0
2020-09-21T16:32:04Z,USA.gov,https://search.usa.gov/search?utf8=?&m=false&affiliate=usagov&query=Raltitrexed,https://chem.nlm.nih.gov/chemidplus/rn/112887-68-0
2020-09-21T16:32:04Z,USA.gov Mob,https://search.usa.gov/search?utf8=?&m=true&affiliate=usagov&query=Raltitrexed,https://chem.nlm.nih.gov/chemidplus/rn/112887-68-0
2020-09-21T16:32:04Z,Wikipedia,http://en.wikipedia.org/wiki/Raltitrexed,https://chem.nlm.nih.gov/chemidplus/rn/112887-68-0
2020-09-21T16:32:04Z,NA,http://www.google.com/search?q=%22IVTVGDXNLFLDRM-HNNXBMFYSA-N%22,https://chem.nlm.nih.gov/chemidplus/rn/112887-68-0
2020-09-21T16:33:36Z,MeSH,https://meshb.nlm.nih.gov/#/fieldSearch?searchInField=allTerms&sort=&size=20&searchType=exactMatch&searchMethod=FullWord&q=Tetrahydromethotrexate,https://chem.nlm.nih.gov/chemidplus/rn/4299-28-9
2020-09-21T16:33:36Z,PubChem,https://pubchem.ncbi.nlm.nih.gov/#query=4299-28-9,https://chem.nlm.nih.gov/chemidplus/rn/4299-28-9
2020-09-21T16:33:36Z,PubMed,https://www.ncbi.nlm.nih.gov/sites/entrez?cmd=search&db=pubmed&cmd_current=Limits&term=Tetrahydroamethopterin+OR+Tetrahydromethotrexate+OR+4299-28-9+[rn],https://chem.nlm.nih.gov/chemidplus/rn/4299-28-9
2020-09-21T16:33:36Z,PubMed Cancer,https://www.ncbi.nlm.nih.gov/sites/entrez?cmd=search&db=pubmed&cmd_current=Limits&pmfilter_Subsets=Cancer&term=Tetrahydroamethopterin+OR+Tetrahydromethotrexate+OR+4299-28-9+[rn],https://chem.nlm.nih.gov/chemidplus/rn/4299-28-9
2020-09-21T16:33:36Z,PubMed Central,https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=search&db=PMC&term=Tetrahydroamethopterin+OR+Tetrahydromethotrexate+OR+4299-28-9+[rn],https://chem.nlm.nih.gov/chemidplus/rn/4299-28-9
2020-09-21T16:33:36Z,PubMed Toxicology,https://www.ncbi.nlm.nih.gov/sites/entrez?cmd=search&db=pubmed&cmd_current=Limits&pmfilter_Subsets=Toxicology&term=Tetrahydroamethopterin+OR+Tetrahydromethotrexate+OR+4299-28-9+[rn],https://chem.nlm.nih.gov/chemidplus/rn/4299-28-9
2020-09-21T16:33:36Z,CTD,http://ctdbase.org/detail.go?type=chem&acc=C024384,https://chem.nlm.nih.gov/chemidplus/rn/4299-28-9
2020-09-21T16:33:36Z,EPA ACToR,https://actor.epa.gov/actor/chemical.xhtml?casrn=4299-28-9,https://chem.nlm.nih.gov/chemidplus/rn/4299-28-9
2020-09-21T16:33:36Z,NA,http://www.google.com/search?q=%22GLSBTKIRCIEEJO-YUZLPWPTSA-N%22,https://chem.nlm.nih.gov/chemidplus/rn/4299-28-9
2020-09-21T16:33:43Z,CCRIS,https://pubchem.ncbi.nlm.nih.gov/substance/?source=CCRIS&sourceid=528-74-5,https://chem.nlm.nih.gov/chemidplus/rn/528-74-5
2020-09-21T16:33:43Z,DART,https://www.ncbi.nlm.nih.gov/pubmed?cmd_current=Limits&pmfilter_Subsets=DART&term=%22528-74-5%22+,https://chem.nlm.nih.gov/chemidplus/rn/528-74-5
2020-09-21T16:33:43Z,DrugPortal,https://druginfo.nlm.nih.gov/drugportal/rn/528-74-5,https://chem.nlm.nih.gov/chemidplus/rn/528-74-5
2020-09-21T16:33:43Z,EMIC,https://toxnet.nlm.nih.gov/cgi-bin/sis/search/r?dbs+toxline:@and+@term+@rn+528-74-5+@term+@org+EMIC,https://chem.nlm.nih.gov/chemidplus/rn/528-74-5
2020-09-21T16:33:43Z,MeSH,"https://meshb.nlm.nih.gov/#/fieldSearch?searchInField=allTerms&sort=&size=20&searchType=exactMatch&searchMethod=FullWord&q=3',5'-Dichloromethotrexate",https://chem.nlm.nih.gov/chemidplus/rn/528-74-5
2020-09-21T16:33:43Z,PubChem,https://pubchem.ncbi.nlm.nih.gov/#query=528-74-5,https://chem.nlm.nih.gov/chemidplus/rn/528-74-5
2020-09-21T16:33:43Z,PubMed,"https://www.ncbi.nlm.nih.gov/sites/entrez?cmd=search&db=pubmed&cmd_current=Limits&term=3',5'-Dichloromethotrexate+OR+528-74-5+[rn]",https://chem.nlm.nih.gov/chemidplus/rn/528-74-5
2020-09-21T16:33:43Z,PubMed Mob,"https://www.ncbi.nlm.nih.gov/m/pubmed/?term=3',5'-Dichloromethotrexate+OR+528-74-5+[rn]",https://chem.nlm.nih.gov/chemidplus/rn/528-74-5
2020-09-21T16:33:43Z,PubMed Cancer,"https://www.ncbi.nlm.nih.gov/sites/entrez?cmd=search&db=pubmed&cmd_current=Limits&pmfilter_Subsets=Cancer&term=3',5'-Dichloromethotrexate+OR+528-74-5+[rn]",https://chem.nlm.nih.gov/chemidplus/rn/528-74-5
2020-09-21T16:33:43Z,PubMed Central,"https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=search&db=PMC&term=3',5'-Dichloromethotrexate+OR+528-74-5+[rn]",https://chem.nlm.nih.gov/chemidplus/rn/528-74-5
2020-09-21T16:33:43Z,PubMed Toxicology,"https://www.ncbi.nlm.nih.gov/sites/entrez?cmd=search&db=pubmed&cmd_current=Limits&pmfilter_Subsets=Toxicology&term=3',5'-Dichloromethotrexate+OR+528-74-5+[rn]",https://chem.nlm.nih.gov/chemidplus/rn/528-74-5
2020-09-21T16:33:43Z,RTECS,https://www.cdc.gov/niosh/rtecs/default.html,https://chem.nlm.nih.gov/chemidplus/rn/528-74-5
2020-09-21T16:33:43Z,TOXLINE,https://www.ncbi.nlm.nih.gov/pubmed?cmd_current=Limits&pmfilter_Subsets=Toxicology&term=%22528-74-5%22+OR+%22%22+OR+Dichloromethotrexate,https://chem.nlm.nih.gov/chemidplus/rn/528-74-5
2020-09-21T16:33:43Z,TOXLINE Mob,https://www.ncbi.nlm.nih.gov/pubmed?cmd_current=Limits&pmfilter_Subsets=Toxicology&term=%22528-74-5%22+OR+%22%22+OR+Dichloromethotrexate,https://chem.nlm.nih.gov/chemidplus/rn/528-74-5
2020-09-21T16:33:43Z,CAMEO,https://m.cameochemicals.noaa.gov/chemical/20157,https://chem.nlm.nih.gov/chemidplus/rn/528-74-5
2020-09-21T16:33:43Z,CTD,http://ctdbase.org/detail.go?type=chem&acc=C004763,https://chem.nlm.nih.gov/chemidplus/rn/528-74-5
2020-09-21T16:33:43Z,eChemPortal,https://www.echemportal.org/echemportal/substancesearch/substancesearch_execute.action?numberType=CAS&number=528-74-5&allParticipants=true,https://chem.nlm.nih.gov/chemidplus/rn/528-74-5
2020-09-21T16:33:43Z,EPA ACToR,https://actor.epa.gov/actor/chemical.xhtml?casrn=528-74-5,https://chem.nlm.nih.gov/chemidplus/rn/528-74-5
2020-09-21T16:33:43Z,EPA CompTox,https://comptox.epa.gov/dashboard/dsstoxdb/results?utf8=%E2%9C%93&search=528-74-5,https://chem.nlm.nih.gov/chemidplus/rn/528-74-5
